artist,genre,title,album,lyrics,labels
Bauhaus,Rock,Burning from the Inside,Burning from the Inside,Running without aim Through the razor weeds That only reach my knees And when i am lying in the grey sleep I do not know how to walk the boards I open my eyes and look at the floor And now I do not see you anymore There is no choice we make a point To counteract a threatening hand Close my hold let us be near let us be near the atmosphere,"['Sadness', 'Solemnity', 'Tenderness', 'Tension']"
Nirvana,Rock,Pennyroyal Tea,In Utero,i am on my time with everyone I have very bad posture Sit and drink Pennyroyal Tea Distill the life that is inside of me Sit and drink Pennyroyal Tea i am anemic royalty Give me a Leonard Cohen afterworld So I can sigh eternally i am so tired I can not sleep i am a liar and a thief Sit and drink Pennyroyal tea i am anemic royalty i am on warm milk and laxatives Cherry - flavored antacids Sit and drink Pennyroyal Tea Distill the life that is inside of me Sit and drink Pennyroyal Tea i am anemic royalty,"['Calmness', 'Sadness', 'Tension']"
Tarrus Riley,Reggae,Karma,Cardiac Strings Riddim,Be mindful do not hurt her No... no... do nt you Be mindful do not hurt her i will treat her and she i will treat you Cheat pon har she treat pon you Your choice your call Anything you want she will give you You played the game unfair Do nt you wish that she was near Now you are all alone who is fault its your own Karma. Karma she is a serious woman Karma. Karma do not under estimate her powers Karma. Karma Never ever you neglect her Karma. Karma. Karma karma Next time you better think first Before you go and break another heart and cause hurt You might not get a next time No a just so life work And there are consiquencies for all your dirty works Karma. Karma she is a serious woman Karma. Karma do not under estimate her powers Karma. Karma What a serious woman Karma. Karma. Karma karma So simple you better do her right Or she will haunt you. haha So easy you better get on her good side believe me Woiee she can get ugly She can get wild And you nuh wah see when she nah smile She can be loving she will make you smile Its your choice make up your mind Karma. Karma Do nt under estimate her powers Karma. Karma she is a serious woman Karma. Karma None a dem can not go round you girl Karma. Karma. Karma karma Karma. Karma she is a dangerous woman Karma. Karma Dem can not go round you girl Karma. Karma. ma. ma. Karma. Karma. Karma karma Be mindful Do nt hurt her...,"['Amazement', 'Joyful activation', 'Power', 'Sadness', 'Tenderness', 'Tension']"
Nickelback,Rock,Someday,The Long Road,How the hell'd we wind up like this? Why were not we able to see the signs that we missed And try to turn the tables I wish you had unclench your fists and unpack your suitcase Lately there is been too much of this But do not think it is too late Nothing 's wrong just as long as you know that someday I will Someday somehow i am gon na make it all right but not right now I know you are wondering when you are the only one who knows that Someday somehow i am gon na make it all right but not right now I know you are wondering when Well i would hope that since we are here anyway That we could end up saying Things we have always needed to say So we could end up staying Now the story 's played out like this Just like a paperback novel let us rewrite an ending that fits Instead of a Hollywood horror Nothing 's wrong just as long as you know that someday I will Someday somehow i am gon na make it all right but not right now I know you are wondering when you are the only one who knows that Someday somehow i am gon na make it all right but not right now I know you are wondering when you are the only one who knows that How the hell'd we wind up like this? Why were not we able to see the signs that we missed And try to turn the tables Now the story 's played out like this Just like a paperback novel let us rewrite an ending that fits Instead of a Hollywood horror Nothing 's wrong just as long as you know that someday I will Someday somehow i am gon na make it all right but not right now I know you are wondering when you are the only one who knows that Someday somehow i am gon na make it all right but not right now I know you are wondering when you are the only one who knows that I know you are wondering when you are the only one who knows that I know you are wondering when,"['Nostalgia', 'Solemnity']"
50 Cent,Hip-Hop,Candy Shop,The Massacre,- So seductive i will take you to the candy shop i will let you lick the lollipop Go ahead girl do not you stop Keep going ' til you hit the spot whoaa i will take you to the candy shop Boy one taste what I got i will have you spending all you got Keep going ' til you hit the spot whoaa You could have it your way how do you want it? You gon na back that thing up or should I push up on it? Temperature rising okay let us go to the next level Dance floor jam - packed hot as a tea kettle I break it down for you now baby it is simple If you be a nympho I be a nympho In the hotel or in the back of the rental On the beach or in the park it is whatever you into Got the magic stick i am the love doctor Have your friends teasing you about how sprung I got you When you show me what you working baby no problem Get on top get your bounce around like a low rider i am a seasoned vet when it come to this shit After you work up a sweat you could play with the stick i am trying to explain baby the best way I can I melt in your mouth girl not in your hand - i will take you to the candy shop i will let you lick the lollipop Go ahead girl do not you stop Keep going ' til you hit the spot whoaa i will take you to the candy shop Boy one taste what I got i will have you spending all you got Keep going ' til you hit the spot whoaa Girl what we do what we do And where we do and where we do The things we do things we do Are just between me and you Give it to me baby nice and slow Climb on top ride like you in a rodeo You am not never heard a sound like this before ‘ Cause I am not never put it down like this Soon as I come through the door She kept pulling on my zipper it is like a race who can get undressed quicker is not it ironic how erotic it is to watch her in thongs? Had me thinking about that ass after i am gone I touched the right spot at the right time Lights on or lights off she like it from behind So seductive you should see the way she whine Her hips in slow - mo on the floor when we grind Long as she am not stopping homie and I am not stopping Dripping wet with sweat man it is on and popping All my champagne campaign bottle after bottle it is on And we gong sip ‘ til every bubble in every bottle is gone i will take you to the candy shop i will let you lick the lollipop Go ahead girl do not you stop Keep going ' til you hit the spot whoaa i will take you to the candy shop Boy one taste what I got i will have you spending all you got Keep going ' til you hit the spot whoaa,"['Joyful activation', 'Power', 'Tenderness']"
Willie Nelson,Country,Seven Spanish Angels,Half Nelson,"He looked down into her brown eyes And said "" Say a prayer for me "" She threw her arms around him Whispered "" God will keep us free "" They could hear the riders coming He said "" This is my last fight If they take me back to Texas They will not take me back alive "" There were seven Spanish angels At the altar of the sun They were praying for the lovers In the valley of the gun When the battle stopped and the smoke cleared There was thunder from the throne And seven Spanish angels Took another angel home She reached down and picked the gun up That lay smoking in his hand She said "" Father please forgive me I can not make it without my man "" And she knew the gun was empty And she knew she could not win Her final prayer was answered When the rifles fired again There were seven Spanish angels At the altar of the sun They were praying for the lovers In the valley of the gun When the battle stopped and the smoke cleared There was thunder from the throne And seven Spanish angels Took another angel home There were seven Spanish angels At the alter of the sun They were praying for the lovers In the valley of the gun When the battle stopped And the smoke cleared There was thunder from the throne And seven Spanish angels Took another angel home Come on Willie help me with this thing There were seven Spanish angels At the Altar of the Sun I believe They were praying for the lovers they was In the Valley of the Gun Well well well When the battle stopped and the smoke cleared There was thunder from the throne And seven Spanish angels Took another Angel home","['Nostalgia', 'Power', 'Sadness', 'Solemnity', 'Tension']"
Burning Spear,Reggae,Jah No Dead,Rockers (Original Soundtrack Recording),They tried to fool the black population By telling them that jah jah dead And they tried to fool the black population By telling them that jah jah dead.. I & i knows jah - jah no dead - jah no dead Jah no dead 5x - jah no dead My knowledge increase My memory reflect Marcus garvey did say A rumour rumour rumour rumour rumour Aah marcus say A rumour rumour rumour rumour rumour Aah marcus say - jah no dead Jah no dead It was who say Green and gold it is the rainbow The lion the lion decrowned the king The lion the lion decrowned the king Inna in adis abeba - Jah no dead - jah no dead no dead - jah no dead Meet me at the bank of the beautiful river When your journey has end I & i will discuss about this matter,"['Solemnity', 'Tension']"
The Who,Rock,I Can See for Miles,The Who Sell Out,I know you have deceived me now here 's a surprise I know that you have cause there is magic in my eyes I can see for miles and miles and miles and miles and miles If you think that I do not know about the little tricks you have played And never see you when deliberately you put things in my way Well here 's a poke at you you are going to choke on it too you are going to lose that smile Because all the while I can see for miles and miles I can see for miles and miles I can see for miles and miles and miles and miles and miles You took advantage of my trust in you when I was so far away I saw you holding lots of other guys and now you have got the nerve to say That you still want me Well that is as may be But you got to stand trial Because all the while I can see for miles and miles I can see for miles and miles I can see for miles and miles and miles and miles and miles I know you have deceived me now here 's a surprise I know that you have cause there is magic in my eyes I can see for miles and miles and miles and miles and miles The Eiffel Tower and the Taj Mahal are mine to see on clear days You thought that I would need a crystal ball to see right through the haze Well here 's a poke at you you are going to choke on it too you are going to lose that smile Because all the while I can see for miles and miles I can see for miles and miles I can see for miles and miles and miles and miles and miles And miles and miles and miles and miles I can see for miles and miles I can see for miles and miles I can see for miles and miles I can see for miles and miles,"['Nostalgia', 'Power', 'Tension']"
The Smiths,Rock,How Soon Is Now?,Hatful of Hollow,"I am the son and the heir Of a shyness that is criminally vulgar I am the son and heir of nothing in particular You shut your mouth How can you say I go about things the wrong way? I am human and I need to be loved Just like everybody else does I am the son and the heir Of a shyness that is criminally vulgar I am the son and heir of nothing in particular You shut your mouth How can you say I go about things the wrong way? I am human and I need to be loved Just like everybody else does there is a club if you had like to go You could meet somebody who really loves you So you go and you stand on your own And you leave on your own And you go home and you cry and you want to die When you say "" it is gon na happen now "" When exactly do you mean? See i have already waited too long And all my hope is gone You shut your mouth How can you say I go about things the wrong way? I am human and I need to be loved Just like everybody else does","['Nostalgia', 'Sadness', 'Tension']"
The Charlatans,Rock,Plastic Machinery,Different Days,I too feel the plastic machinery I know it is hard to be accepted Our life is just like a dream to me At times it is good to be rejected So let us just run Even if Only in our heads Leave all of this behind Unless we could stand still it is not that we have no interest it is not that we do not think it is worth it wait I am such an idiot My shoulders find this hard to take it You can tell me tonight If not this time Your thoughts do not need do not need to be confined I feel it too This broken world There is no second chance Our flags unfold do not be part of the machinery I know it is hard to be accepted Our life is just like a dream to me At times it is good to be rejected So let us just run Even if Only in our heads Leave all of this behind Unless we could stand still On this machine still working in our heads On this machine still working in our heads,"['Sadness', 'Solemnity']"
The Sisters of Mercy,Rock,Alice,Some Girls Wander by Mistake,Alice pressed against the wall So she can see the door In case the laughing strangers crawl and Crush the petals on the floor Alice in her party dress She thanks you kindly So serene She needs you like she needs her tranqs To tell her that the world is clean To promise her a definition Tell her where the rain will fall Tell her where the sun shines bright And tell her she can have it all Today Today Pass the crystal spread the Tarot In illusion comfort lies The safest way the straight and narrow No confusion no surprise Alice in her party dressed to kill She the thanks you turns away Needs you like she needs her pills To tell her that the world 's okay To promise her a definition Tell her where the rain will fall Tell her where the sun shines bright And tell her she can have it all Today Today Alice do not give it away,"['Tenderness', 'Tension']"
Black Uhuru,Reggae,Happiness,Sinsemilla,What i am a longing for is some happiness x2 Happiness is when you share dat love wit one another Happiness is when you?? together You got to????? They can get no time to press Because of all the distress that the society leads What i am a longing for is some happiness Happiness is when you give Jah praises Happiness is when you livin with the feel of mind So long we be living and we can not unite,"['Amazement', 'Joyful activation']"
Wu-Tang Clan,Hip-Hop,Gravel Pit,The W,"1 2 1 2 check this out it is the jump off right now I want everybody to put your work down put your guns down And report to the pit the gravel pit Leave your problems at home leave your children at home We gong take it back underground I be Bobby Boulders Clan on ' mind one time it is the jump off so just jump off my nigga Check out my gravel pit A mystery unraveling is the CD that I travel with do not go against the grain if you can not handle it holocaust from the land of the lost Behold the pale horse off course off course Follow me got ta be The best thing since Starks and Clark Wallabees African killer bees blackwatch On your radio blowin out ' watts From Park Hill the house on haunted hill Every time you walk by your back get a chill let us peel who want to talk rap skills I spit like a semi - automatic to the grill Elbow grease and elbow room Baby play me baby fall down go boom Party people gather round count down to apocalypse i am the kid with the golden arms And i am the motherfuckin Hot Nicks pass the blunt My nigga do not front You had it for a minute but it seem like a month Now i am chokin smokin hopin I do not croakin from overdosin kid walk straight master your high Wu and Meth got you open open let us ride can not stand niggas that floss too much can not stand Bentleys they cost too much Kid wanna get up then kid get touched Kid wanna stick up then kid get stuck i am the one that called your bluff When your boy tried to act tough Remember what Ol ' Dirty said: "" i will fuck ' ass up! "" Now listen Back back and forth and forth E with the English extinguish styles extremist Bald head beamers run wild it is the kid with the gold cup Stepped out like what what is poppin and you all niggas dobo Blastin shae shae chocolate shortae Rich color mocks rock those all day 1960 shit i am Goldie that is right motherfucker do not hold me The world 's greatest Las Vegas paid as rock Skin painted on my face look ageless Perfect combos Ghost bang out condos Jeff from Hamo ex three bangos Bancos stank hoes in plain clothes Change those bang those same old same old you all straight up this the jump off right here The gravel pit word up represent rock the boulders All my rich gangsta style killers you all know what time it is Shorty do your thing get up on that shit right now boo do you that is what i am talkin ' bout step to my groove move like this When we shoot the gift of course it is ruthless Grab the mic with no excuses In a sec grab the Tecs and loot this Executing shaking all sets and i am breaking all hecks i am taking all bets move all best who want the dram ' next You all stank we got the bigger bank Bigger shank to fill your tank Still the same kill you for real while you crank Slide do or die fry to bake Admire the greats on fire wit a heart of hate Bitter shark every part I take heavy darts that quake it is okay all fakes get caught by the dropkicks You know the thrill yes it is Park Hill we hit ' em with the hot grits On the go check the flow saying Wu do not rock shit Stop quick hold the gossip stop sweating my pockets I hear the hot shit Check out my gravel pit A mystery unraveling is the CD that I travel with do not go against the grain if you can not handle it You do not have to move a mountain Just give me enough strength to climb Lord! do not take away my stumbling blocks to lead me around Yakub maker and creator of the devil. Swine merchant... your time is near at hand. Fuck with me and your time will be now. Your presence here effects the mind of my people like a fever. You Yakub are the bearer of nine thousand nine hundred and ninety nine diseases evil corrupt ' brain!","['Power', 'Tension']"
Hank Williams,Country,Long Gone Lonesome Blues,Moanin’ The Blues,I went down to the river to watch the fish swim by But I got to the river so lonesome I wanted to die Lord And then I jumped in the river but the doggone river was dry she is long gone and now i am lonesome blue I had me a woman who could not be true She made me for my money and she made me blue A man needs a woman that he can lean on But my leaning post is done left and gone she is long gone and now i am lonesome blue i am gon na find me a river one that is cold as ice And when I find me that river Lord i am gon na pay the price Lord i am going down in it three times but Lord i am only coming up twice she is long gone and now i am lonesome blue She told me on Sunday she was checking me out Long about Monday she was nowhere about And here it is Tuesday am not had no news I got them gone but not forgotten blues she is long gone and now i am lonesome blue,"['Nostalgia', 'Sadness']"
Garnett Silk,Reggae,Watch Over Our Shoulders,Lord Watch Over Our Shoulders,Here I come again Jah Jah Before your presence we are singing Lord watch over our shoulders tonight And help us live thy words tomorrow let us not forget where we are from Father show us the way to go You said I must love and feed my enemies And i am gon na do it You said I should not change or grudge And I will not; not even for a minute Let only truth come from my lips Bless our souls ' cause without you we can not make it Lord watch over our shoulders tonight And help us live thy words tomorrow let us not forget where we are from Father show us the way to go you are the wind beneath my wings Seen me through all little things You lifted me when I was down Now you have me standing on higher ground Lord watch over our shoulders tonight And help us live thy words tomorrow let us not forget where we are from Father show us the way to go How excellent is thy name? Deliver us from sin and shame Out of the mouths of babes and suckling You are ordained strength Jah i am depending on you no other help I know Jah i am depending on you no other help I know you are the only way Guide me day by day With you I wanna stay Please do not go away Lord watch over our shoulders tonight And help us live thy words tomorrow let us not forget where we are from Father show us the way to go You said I must love and feed my enemies And i am gon na do it You said I should not change or grudge And I will not; not even for a minute Let only truth come from my lips Bless our souls Lord without you we can not make it Lord watch over our shoulders tonight And help us live thy words tomorrow let us not forget where we are from Father show us the way to go you are the wind beneath my wings Seen me through all little things You lifted me when I was down Now you have me standing on higher ground Lord watch over our shoulders tonight And help us live thy words tomorrow let us not forget where we are from Father show us the way to go Jah i am depending on you no other help I know Whoah Jah i am depending on you No other help I know.. - - Watch over our shoulders Help us live thy words Alright Lord watch over our shoulders tonight And help us live thy words tomorrow let us not forget where we are from Father show us the way to go Lord watch over our shoulders tonight And help us live thy words tomorrow let us not forget where we are from Father show us the way to go,"['Calmness', 'Nostalgia', 'Power', 'Solemnity', 'Tension']"
Maxi Priest,Reggae,That Girl,The Best of Shaggy,The girl has got the touch What she got is a little something That kind of girl Maxi Priest just make them know she is the kind of woman Who lets you know When she knows what she wants She will not let go Takes you to a place of your fantasy Walks you to the door But she holds the key That girl that kind of girl That girl that kind of girl No matter who you are Or what you do She knows how to click In everything you do She can make you hot When it is cold outside Take you on a high Even make you fly she is outspoken i am heartbroken Just the kind of girl to keep my Love life rolling she is outspoken i am heartbroken Just the kind of girl to keep my That that that Girl to make you break your Silence and speak Just a glimpse upon the Silhouette make my Knees Get weak Baby baby so unique A reggaematic Lover lover make her life complete she is the kind of woman Who knows the street And even under pressure she is smooth and sweet No complications Just attitude Believe in what she is got And she will not get used Well i am weak to her touch So vulnerable to her blush love struck That girl I got an instant crush You can call me a lush infatuation or just lust The girl possess the stuff to Make the man them Holy moses Lord it could have been me Caught up in this trap and din't wanna be But I am not no fool I was one step ahead I had to let go cause I was over my head Gangster kind of lover Cause she is the shaggy kind of girl Let them know Sexy kind of lover Let them know Maxi kind of lover she is outspoken i am heartbroken Just the kind of girl to keep my love life flowing she is outspoken i am heartbroken she is the kind of girl to keep my that that girl I got to let them know she is the kind of girl that captivates your soul A rude girl type of lover Shaggy and Maxi definately on the girl them case,"['Amazement', 'Tenderness']"
Placebo,Rock,Meds,Meds,I was alone falling free Trying my best not to forget What happened to us what happened to me What happened as I let it slip I was confused by the powers that be Forgetting names and faces Passers by were looking at me As if they could erase it Baby... did you forget to take your meds? Baby... did you forget to take your meds? I was alone staring over the ledge Trying my best not to forget All manner of joy all manner of glee And our one heroic pledge How it mattered to us how it mattered to me And the consequences I was confused by the birds and the bees Forgetting if I meant it Baby.. did you forget to take your meds? Baby.. did you forget to take your meds? Baby.. did you forget to take your meds? Baby.. did you forget to take your meds? And the sex and the drugs and the complications And the sex and the drugs and the complications And the sex and the drugs and the complications And the sex and the drugs and the complications Baby.. did you forget to take you meds? Baby.. did you forget to take you meds? Baby.. did you forget to take you meds? Baby.. did you forget to take you meds? Baby.. did you forget to take you meds? Baby.. did you forget to take you meds? I was alone falling free trying my best not to forget,"['Nostalgia', 'Sadness', 'Tension']"
Nirvana,Rock,Polly,Nevermind,Polly wants a cracker I think I should get off her first I think she wants some water To put out the blow torch is not me have a seed Let me clip your dirty wings Let me take a ride cut yourself Want some help please myself Got some rope have been told Promise you have been true Let me take a ride cut yourself Want some help please myself Polly wants a cracker Maybe she would like some food She asked me to untie her A chase would be nice for a few is not me have a seed Let me clip your dirty wings Let me take a ride cut yourself Want some help please myself Got some rope have been told Promise you have been true Let me take a ride cut yourself Want some help please myself Polly said Polly says her back hurts she is just as bored as me She caught me off my guard Amazes me the will of instinct is not me have a seed Let me clip your dirty wings Let me take a ride cut yourself Want some help please myself Got some rope have been told Promise you have been true Let me take a ride cut yourself Want some help please myself,"['Calmness', 'Sadness', 'Solemnity', 'Tension']"
The Cure,Rock,A Letter to Elise,Wish,Elise it does not matter what you say I just can not stay here every yesterday Like keep on acting out the same The way we act out Every way to smile forget And make - believe we never needed Any more than this Any more than this Elise it does not matter what you do I know i will never really get inside of you To make your eyes catch fire The way they should The way the blue could pull me in If they only would if they only would At least i would lose this sense of sensing Something else that hides away From me and you there are worlds to part With aching looks and breaking hearts And all the prayers your hands can make I just take as much as you can throw And then throw it all away i will throw it all away Like throwing faces at the sky Like throwing arms round yesterday I stood and stared Wide - eyed in front of you And the face I saw looked back the way I wanted to But I just can not hold my tears away the way you do Elise believe I never wanted this I thought this time i would keep all of my promises I thought you were the girl I always dreamed about But I let the dream go And the promises broke and make - believe ran out So Elise it does not matter what you say I just can not stay here every yesterday Like keep on acting out the same The way we act out Every way to smile forget And make - believe we never needed Any more than this Any more than this And every time I try to pick it up Like falling sand As fast as I pick it up It runs away through my clutching hands But there is nothing else I can really do there is nothing else I can really do there is nothing else I can really do At all,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
The Church,Rock,You’re Still Beautiful,Gold Afternoon Fix,It was only seven years ago Your mirror finally broke Your little bunch of followers turned you into a fool The butt of all their vicious jokes screaming you are still beautiful baby Nobody can take that away you are still beautiful baby Even when you fall down that way You turned up backstage at the palace We thought you was wearing a mask I felt so fucking embarrassed When you looked at your reflection and asked you asked Are you still beautiful baby Nobody can take that away you are still beautiful baby Baby do not believe what you see Once upon a time I would have killed for you i am sorry that you got in this mess But you are the walking picture of Dorian Gray At least it is artistic I guess,"['Nostalgia', 'Sadness', 'Tenderness', 'Tension']"
Nirvana,Rock,Rape Me,In Utero,Rape me Rape me my friend Rape me Rape me again i am not the only one i am not the only one i am not the only one i am not the only one Hate me Do it and do it again Waste me Rape me my friend i am not the only one i am not the only one i am not the only one i am not the only one My favorite inside source i will kiss your open sores I appreciate your concern you are gon na sink and burn Rape me Rape me my friend Rape me Rape me again i am not the only one i am not the only one i am not the only one i am not the only one Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Rape me! Good!,"['Sadness', 'Tension']"
The Sundays,Rock,What Do You Think?,Blind,I need a night off but i will take all year Will you take any message? I need a night off I can not stay here i am sure to find a way out Of this I need a night off just read my lips Are you getting the message? i am sick as a dog But i will just say this you are as sick as I am So what do you think about me? What do you think about me? Everyone around me Is driving me mad So here I go Along this road Feeling I do not want to slow down These days of obsession I need a night off because life 's too dear Let me show you my photographs See me work See me rest See me play O i am sure I had it better Back then So what do you think about me? I could not live without me But everything about me Is driving me mad So here I go Along this road Feeling I do not want to slow Run so hard I lose my breath One thing I do not want to know now These days of obsession Delirious And uncertain still And will they always stay Uncertain still?,"['Tenderness', 'Tension']"
Miranda Lambert,Country,Little Red Wagon,Platinum,"You only love me for my big sunglasses And my Tony Lamas And my Dodge Dart Classic You said "" i will be Johnny and you will be June i will ride with you to the moon "" But guess what? You can not ride in my little red wagon The front seat 's broken and the axle 's dragging You can not step to this backyard swagger You know it am not my fault when i am walking jaws dropping like Ahh heaven help me I been sowwing wildflower seeds And chasing tumbleweeds But that is just who I be And you are just trying to slow this rolling stone But i am on to you babe So guess what? You can not ride in my little red wagon The front seat 's broken and the axle 's dragging You can not step to this backyard swagger You know it am not my fault when i am walking jaws dropping like Ahh you only love me for my big sunglasses and my Tony Lamas I live in Oklahoma And i have got long blonde hair And I play guitar and I go on the road And I do all the shit you wanna do And my dog does tricks And I am not about drama you all I love my apron But I am not your momma So guess what? What?! You can not ride in my little red wagon The front seat 's broken and the axle 's dragging You can not step to this backyard swagger You know it am not my fault when i am walking jaws dropping like Ahh","['Calmness', 'Nostalgia', 'Tenderness', 'Tension']"
Rita Marley,Reggae,One Draw - Original Version,Harambe (Working Together For Freedom),I wanna get high so high I wanna get high so high I wanna get high so high I wanna get high so high One draw one draw One draw one draw rastaman what you say Give mi some of yu sense rastaman whatta say Give mi some of yu sense So long I have been searching for a taste Looking all over the place Not a thing could I find To satisfy my mind So I came to search for the I To see what the I could do And just like I said You send it straight to my head I wanna feel high So so high So high High high I wanna feel high I wanna feel high So high So so high One draw One more draw now One draw One draw One draw One more draw now One draw One draw rastaman what you say Give mi some of yu sense rastaman whatta say Give mi some of yu sense Give mi some riddim mek mi dance A long long time mi no feel so nice Now i am really feeling good And I am in a dancing mood Won ’ t you come and rock with me A feeling so irie Cause just like you said it is gone straight to my head Now i am feeling high So high Now I ’ m feeling high So high i am feeling high so high So high i am feeling high i am feeling high i am feeling high So high So so high One draw I like to be spliff you One draw One licka with you One draw I like to be spliff you One draw One licka with you rastaman what you say Give mi some of yu sense rastaman whatta say Give mi some of yu sense rastaman what you say Give mi some of yu sense reggaeman whatta say Give mi some of yu sense Cause just like I said it is going straight to my head And now i am high so high Yes I ’ m high high high so high One draw one draw One draw one draw,"['Joyful activation', 'Solemnity', 'Tension']"
The Mighty Diamonds,Reggae,Them Never Love Poor Marcus,When the Right Time Come (I Need a Roof),Them never love never love never love poor Never love him no Them never love never love never love poor Marcus Till they betray him Him own brethren sell him fe rice ' ng peas They did not know there would be days like this Now do you man waste in such a squeeze Men like Bag O ' Wire should burn in fire the betrayer of Marcus Garvey Till the betray one bredren sell him for rice and peas They did not know there would be days like these Now the human race in such a squeeze Men like Bag O ' Wire should burn in fire fire fire Lord Betrayer Black man come together unity is forever,"['Joyful activation', 'Solemnity', 'Tension']"
Bob Marley & The Wailers,Reggae,Redemption Song,Uprising,Old pirates yes they rob I Sold I to the merchant ships Minutes after they took I From the bottomless pit But my hand was made strong By the hand of the Almighty We forward in this generation Triumphantly will not you help to sing These songs of freedom? Cause all I ever have Redemption songs Redemption songs Emancipate yourselves from mental slavery None but ourselves can free our minds! Have no fear for atomic energy Cause none of them can stop the time How long shall they kill our prophets While we stand aside and look? Some say it is just a part of it we have got to fulfill the book will not you help to sing These songs of freedom? Cause all I ever have Redemption songs Redemption songs Redemption songs Emancipate yourselves from mental slavery None but ourselves can free our minds!! Have no fear for atomic energy Cause none of the time How long shall they kill our prophets While we stand aside and look? Yes some say it is just a part of it we have got to fulfill the book will not you help to sing These songs of freedom? Cause all I ever have Redemption songs All I ever have Redemption songs These songs of freedom Songs of freedom,"['Nostalgia', 'Power', 'Solemnity', 'Tension']"
The Mission UK,Rock,Like A Hurricane,The First Chapter,Once I thought I saw you in a crowded hazy bar Dancing on the light from star to star Far across the moon beam I notice who you are I saw your brown eyes turn and watch the fire You are like a hurricane there is calm in your eye And i am getting blown away Somewhere safer where the feelings stay I wanna love you but i am getting blown away Away away away i am just a dreamer and you are just a dream And you could have me anyone to me Before that loving you touched my lips The perfect feeling when time just slips away between us And the foggy trip You are like a hurricane there is calm in your eye And i am getting blown away Somewhere safer where the feelings stay I wanna love you but i am getting blown away Away away away Away away away away You are just a dreamer and I am just a dream And you could have me anyone to me Before that loving you touched my lips The perfect feeling when time just slips away between us And the foggy trip You are like a hurricane there is calm in your eye And i am getting blown away Somewhere safer where the feelings stay I wanna love you but i am getting blown away,"['Amazement', 'Calmness', 'Nostalgia', 'Tenderness']"
N.W.A,Hip-Hop,I Ain’t tha 1,Straight Outta Compton,"Ice Cube do you think you could give me some money to get my hair done? what is wrong with your hair right now? Well you know I get it done every week and I need my nails done too Look I'mma tell you like this I am not the one the one to get played like a pooh butt See i am from the street so I know what is up On these silly games that is played by the women i am only happy when i am goin up in em But you know i am a menace to society But girls in biker shorts are so fly to me So I step to ' em with aggression Listen to the kid and learn a lesson today See they think we narrow minded ' Cause they got a cute face and So I walk over and say "" How ya doing? "" See i am only down for screwing but you know Ya got ta play it off cool ' Cause if they catch you slipping you will get schooled And they will get you for your money son Next thing you know you are getting their hair and they nails done Fool and they will let you show em off But when it comes to sex they got a bad cough Or a headache it is all give And no take Run out of money and watch your heart break they will drop you like a bad habit ' Cause a brother with money they got ta have it Messing with me though they gets none You can not juice Ice Cube girl ' cause I am not the one you got to get these brothers for all the money you can honey. ' Cause if they am not got no money they can not do nothing for me but get out of my face I know what you mean girl; it am not nothing right jumping off unless he got dollars! Sometimes I used to wonder How the hell an ugly dude get a fine girl 's number he is getting juiced for his ducats I tell a girl in a minute I drive a bucket And will not think nutting of it She can ride or walk either leave it or love it I show her that i am not the O the N - E say i am a ruthless N - I A ' Cause i am gaming on a female that is gaming on me You know I spell girl with a B A brother like me is only out for one thing I think with my but I will not bring no Flowers to your doorstep when we goin out ' Cause you will take it for granted no doubt And after the date I'mma want to do the wild thing You want lobster? i am thinking Burger King And when I take you you get frustrated You can not juice Ice Cube and you hate it But you see I do not go nuts Over girls like you with the BIG ol butts It start coming out the pocket to knock it But when the damage is done You can only lay me girl you can not play me girl For the simple fact that I am not the one I do not care how they look; if they got money we can up but they am not getting none I just make em think they gon na get some play with they mind a lil bit and get that money. Ice Cube can I have some money? Give you money? Why bother? ' Cause you know i am looking nothing like your father Girl I can not be played or ganked Ganked means getting took for your bank Or your gold or your money or something Nine times outta ten she is giving up nothing They get mad when I put it in perspective But let us see if my knowledge is effective To the brothas man they robbing you blind ' Cause they fine with a big behind but pay it no mind Keep your money to yourself homie And if you got enough game you will get her name and her number Without going under You can not leave ' em and love and stay above ' em I used to get no play; now she stay behind me ' Cause I said I had a Benz 190 But I lied and played the one Just to get some; now she feels dumb To my homies it is funny But that is what you get trying to play me for my money Now do not you feel used? But I do not give a hoot because I knock boots You should not be so damn material And try to milk Ice Cube like cereal Now how many times do I have to say it? ' Cause if I have to go get a gun You girls will learn I do not burn You think i am a sucka but I am not the one But you said you love me! I do not see no rings on this finger Why you doing me like this? I love you! you love my money; I got what I wanted - - beat it!","['Power', 'Sadness', 'Tension']"
UB40,Reggae,Cherry Oh Baby,Labour of Love,Cherry Cherry baby Cherry Cherry baby do not you know i am in love with you If you do not believe it is true What else is there for me to do? So long i have been waiting For you to come right in And now that we are together Please make my joy come over ee ee ee ee ee Cherry Cherry baby do not you see i am in love with you? If you do not believe I do Then why do not you try me? I will never let you down I will Never make you wear no frown If you say that you love me madly Well babe i will accept you gladly ee ee ee ee ee Cherry Cherry baby do not you see i am in love with you? If you do not believe I do Then why do not you try me? I will never let you down I will Never make you wear no frown If you say that you love me madly Well babe i will accept you gladly ee ee ee ee ee,"['Nostalgia', 'Tenderness']"
