artist,genre,title,album,lyrics,labels
Wyclef Jean,Hip-Hop,Anything Can Happen,The Carnival,"I Got the Skully to My Face (hardcore)
I Got the Skully to My Face (hardcore)
Pentru că orice se poate întâmpla la carnaval
(Faceți loc, faceți loc, faceți loc, faceți dragoste, faceți loc)
Nu poți opri strălucirea
Nu, nu alunecați, Mike
Nu vrei să mergi acolo, ai încredere în mine
Îl cunosc pe fata ta cu tine, dar nu vrei să te jenezi
Aveţi încredere în mine

Yo, când te rostogolești la carnaval, se poate întâmpla orice
Ce, ce, să spui ce, să spui ce, se poate întâmpla orice
Făcând dragoste cu prietena ta, se poate întâmpla orice
Ce? Spune ce, spune ce, se poate întâmpla orice
Ea doarme cu cea mai bună prietenă a ta, pentru că se poate întâmpla orice
Wh-a-at? Spune ce, spune ce, se poate întâmpla orice
Rotiți blocul, reveniți cu GAT-ul dvs.
Și Pow, pentru că se poate întâmpla orice

Simțiți această compoziție, este un dublu nou
Primul lucru pe care l-am făcut a fost să merg la pub
Tequila cu vierme, lămâie, sare și fără roci
Pentru că atunci când îmi lovește pieptul, este fierbinte
Uh haha, oprește-te, 'clef pot rock, yo
Ieși din baie, lasă-mă să plec din nou din vârf
Simțiți această compoziție, am scris-o în cadă
Primul lucru pe care l-am făcut, a fost plecat la cârciumă
Tequila cu vierme, lămâie, sare și fără roci
Pentru că atunci când îmi lovește pieptul, este fierbinte
Ahhh, oprește-te, „Clef pot rock
Aș dori să dau un strigăt oamenilor mei de pe bloc
Pentru tine, Silly Willy joacă desen animat Thug
Domeniul meu infraroșu mi-a luat mișcările pe zoom
Boom New Toon, scrieți cântece în camera mea
Dormind cu mireasa, chiar dacă nu sunt mirele
Soțul tău presupune, reveniți cu caprele lui
Pune-mă în portbagaj în drum spre luna de miere
Radio plutonul meu, Wyclef to Sev '
- Îi aud jucând Elvis, ei pe drum spre Graceland
Dar nu mă sperie, sunt în portbagaj, nu-mi pare rău
Ucigaș născut natural care s-a culcat cu inamicul '
Gândește-te rapid-ce ar trebui să fac? Ce a făcut Double-OH-șapte?
Am scos o bombă din pantof
Și a explodat portbagajul; M-am trezit pe jumătate-bronz
Trecut cu vederea de o grămadă de țigani cu o pungă de skunk

Ai skully pe față, stea, orice se poate întâmpla
Ce, ce, să spui ce, să spui ce, se poate întâmpla orice
Se vinde crăpătură în colț, omule, orice se poate întâmpla
Ce? Spune ce, spune ce se poate întâmpla orice
Tocmai am fost concediat, orice se poate întâmpla
Ce, ce, să spui ce, să spui ce, se poate întâmpla orice
Nu vrei să mergi acolo, pentru că se poate întâmpla ceva
Ce, ce, să spui ce, să spui ce, se poate întâmpla orice

Ayo, ceva se poate întâmpla, nu poți opri strălucirea
Te uiți la ceasul meu, dar mintea mea este cu adevărat diamantul
Nouă până la cele șapte, mai bine să treci de pas
Când scriu cu stiloul meu, se transformă într-o armă letală (ding!)
Duceți această lecție la următoarea sesiune
Vă sugerez, practicați cu bobocul
Sophomore, junior, apoi vino verificarea seniorului
Până atunci aș fi absolvit școala din Ruckus
Wyclef și Jerry Wonder, ultimul dintre producători
Dacă regalitatea nu este corectă, am sunat la Donny Ienner
Dar rămâneți mereu umil, a trecut de la Bummy la îngrijit
Pentru că grupurile de rupere a banilor ca cele cinci bătăi de inimă
Nu te descurca pentru că împingi un coupe
Anul viitor ești pe jos, fugiți de la un proces
De exemplu, știu că sunt drăguț, nu o fac în fața
Cel mai puțin anticipat la cei mai căutați
Da, eu sunt eu în centrul atenției
Cu un microfon și o chitară, ca M.O.P., îmi place brut

Yo, când te rostogolești la carnaval, se poate întâmpla orice
Ce, ce, să spui ce, să spui ce, se poate întâmpla orice
Fiecare om a primit discipoli, orice se poate întâmpla
Ce, ce, să spui ce, să spui ce, se poate întâmpla orice
Totul este despre omul de supraviețuire, orice se poate întâmpla
Hah, spune ce, spune ce, se poate întâmpla orice
Mă uit la mine greșit, omule, orice se poate întâmpla
Ce, ce, să spui ce, să spui ce, se poate întâmpla orice

Knicks va câștiga campionatul anul acesta?
Spune ce, spune ce, se poate întâmpla orice
Vom găsi o liniște sufletească anul acesta?
Spune ce, spune ce, se poate întâmpla orice
Ești pregătit pentru revoluție anul acesta?
Spune ce, spune ce, se poate întâmpla orice
Vei face dragoste fără prezervativ anul acesta?
Nu, nu, nu, asta nu se va întâmpla niciodată
Înregistrarea nu s-a terminat încă
Înregistrarea este încă nu s-a terminat
Înregistrarea nu s-a terminat încă
Unde sunt doamnele? Pune-ți mâinile în aer!
Și pentru doamne, nu te vom juca
Dacă te mândrești, scutură ce ți-a dat mama, hei!
Fie că este grăsime sau subțire, bubble-ul tău
Fellas Dacă aveți nevoie de ajutor, utilizați Ginseng
Și pentru doamne, nu te vom juca
Dacă te grăbești, scutură ce ți-a dat mama, hei!
Fie că este grăsime sau subțire, bubble-ul tău
Tâlharii refugiați atârnă la patinoar
Patinaj cu role, iubito
Carnaval (faceți loc, pentru carnaval, faceți loc)
Și nu, nouă-șapte până la infinit
Odihnește-te în pace, odihnește-te în pace
Și înregistrarea nu s-a terminat încă, înregistrarea nu s-a terminat încă","Calmness, Nostalgia, Power, Solemnity, Tension"
Faith Hill,Country,Wish For You,Fireflies,"Un soare apus care pictează un cer vopsit de cravată
Un pat cu pene, un antic de lulaby
Un sărut noapte bună de la una a cărei iubire este adevărată

Acesta este genul de zi pe care ți-l doresc

Un câmp de flori care dansează primăvara
Un pic de pârâu, un copac, un vechi leagăn de frânghie
Nori de bomboane de bumbac împotriva albastru
Acesta este genul de zi pe care ți-l doresc
Prima dragoste cu toată furtuna sa
Furios ca focul înăuntru
Aruncându-ți inima la întâmplare
Juri că dansul nu se va termina niciodată

Dar atunci o face și cineva își ia la revedere
Și după toate acele nopți goale ai plâns
Dimineața că te trezești bine ca nou

Acesta este genul de zi pe care ți-l doresc

Credința de a cunoaște adânc în inima ta
Că cerul deține mai mult decât doar unele stele
Cineva este acolo sus, care vă veghează

Acesta este genul de zi pe care ți-l doresc","Amazement, Calmness, Joyful activation, Power, Tenderness"
Merle Haggard,Country,Big City,Big City,"M-am săturat de acest oraș vechi murdar
În întregime prea multă muncă și niciodată suficient joc
Și m-am săturat de aceste trotuare vechi murdare
Cred că voi pleca de la locul meu de muncă constant astăzi

Întoarce-mă, eliberează-mă
Undeva în mijlocul Montanei
Și dă-mi tot ce am venit la mine
Și păstrează-ți pensionarea
Și așa-numitul tău securitate socială
Big City, întoarce-mă și eliberează-mă

Lucram zilnic de când aveam douăzeci de ani
Nu am ceva de arătat pentru orice am făcut
Sunt oameni care nu lucrează niciodată și au destule
Cred că este timpul că unii tipi ca mine s-au distrat


Da, Big City, întoarce-mă și eliberează-mă","Sadness, Tension"
Inner Circle,Reggae,Have you ever seen the rain,Reggae Man,"Cineva mi-a spus cu mult timp în urmă
Există un calm înainte de furtună
Știu; a fost de ceva timp
Când s-a terminat, așa spun ei, va ploua o zi însorită
Știu; Shinin 'în jos ca apa
Vreau să știu, ai văzut vreodată ploaia?
Vreau să știu, ai văzut vreodată ploaia
Întoarceți-vă într-o zi însorită?
Ieri și cu câteva zile înainte, soarele este rece și ploaia este grea
Știu; Am fost așa pentru tot timpul meu
Până pentru totdeauna, pe ea trece prin cerc, rapid și lent
Știu; Nu se poate opri, mă întreb
Da!","Calmness, Sadness, Tension"
Eminem,Hip-Hop,Lose Yourself,The Singles,"Uite, dacă ai avut o singură lovitură sau o singură oportunitate
Să prinzi tot ce ți-ai dorit vreodată, într-un moment
L-ai captura sau ai lăsa să alunece?

! Palmele lui sunt transpirate, genunchii slabi, brațele sunt grele
Există deja vărsături pe pulover: spaghetele mamei
Este nervos, dar la suprafață pare calm și gata
Să arunce bombe, dar continuă să uite
Ce a scris el, toată mulțimea merge atât de tare
Deschide gura, dar cuvintele nu vor ieși
Se sufocă, cum? Toată lumea glumește acum
Ceasul s-a epuizat, timpul s-a ridicat, Blaow!
Ridicați-vă înapoi la realitate, OPE acolo merge gravitație, OPE
Acolo merge iepure, s-a sufocat, a fost atât de nebun, dar nu o va face
Renunță atât de ușor, nu, nu o va avea, știe
Întregul său spate este la aceste frânghii, nu contează, el este drog
Știe asta, dar este rupt, este atât de stagnat, știe
Când se întoarce la această casă mobilă, atunci este
Înapoi la laborator din nou, acest Rhapsod
Mai bine mergeți să surprindeți acest moment și sper să nu-l treacă și

Mai bine te pierzi în muzică
În momentul în care îl deții, mai bine nu-l lăsa niciodată să plece
Obțineți o singură lovitură, nu pierdeți șansa de a sufla
Această oportunitate vine o dată în viață, eu
Mai bine te pierzi în muzică
În momentul în care îl deții, mai bine nu-l lăsa niciodată să plece
Obțineți o singură lovitură, nu pierdeți șansa de a sufla
Această oportunitate vine o dată în viață, eu
Mai bine ...

Sufletul său scăpând prin această gaură care se desprinde
Lumea asta este a mea pentru a lua, fă-mă rege
Pe măsură ce ne îndreptăm spre o nouă ordine mondială
O viață normală este plictisitoare; Dar superstardomul
Aproape de post-mortem, nu face decât să devină mai greu
Homie devine mai fierbinte, suflă, totul se termină
Aceste sapa este totul pe el, spectacole de coastă la coastă
Este cunoscut sub numele de Globetrotter, singuri drumuri
Dumnezeu nu știe decât, a crescut mai departe de casă, el nu este un tată
Se duce acasă și abia își cunoaște propria fiică
Dar ține-ți nasul, pentru că aici merge apa rece
Aceste sapa nu-l vor nu mo ”, el este un produs rece
Au trecut la următorul Schmoe care curge
El a doveit și a vândut nada, și astfel telenovelul
I se spune, se desfășoară, cred că este vechi, partener
Dar ritmul continuă: da-da-dom, da-dom, dah-dah, dah-dah

Mai bine te pierzi în muzică
În momentul în care îl deții, mai bine nu-l lăsa niciodată să plece
Obțineți o singură lovitură, nu pierdeți șansa de a sufla
Această oportunitate vine o dată în viață, eu
Mai bine te pierzi în muzică
În momentul în care îl deții, mai bine nu-l lăsa niciodată să plece
Obțineți o singură lovitură, nu pierdeți șansa de a sufla
Această oportunitate vine o dată în viață, eu
Mai bine ...

Nu mai sunt jocuri, schimb ceea ce numiți furie
Îndepărtați acest acoperiș de mamă, ca doi câini în cușcă
Jucam la început, starea de spirit s-a schimbat
Am fost mestecat și am scuipat și am huiduit de pe scenă
Dar am păstrat rhim și am pășit chiar în următorul cypher
Cel mai bine credeți că cineva plătește Pied Piper
Toată durerea din interior amplificată de
Faptul că nu pot să mă descurc cu cele nouă la
Cinci și nu pot oferi tipul de viață potrivit pentru familia mea
Pentru că omule, aceste timbre alimentare nu cumpără scutece
Și nu există niciun film, nu există Mekhi Phifer, aceasta este viața mea
Și aceste vremuri sunt atât de grele și este și mai greu
Încercați să hrăniți și să-mi udați sămânța, plus teeter-totter
Prins între a fi un tată și un prima donna
Baby Mama Drama, țipăt pe ea, prea mult pentru mine să vreau
Stai într-un singur loc, o altă zi de monotonie
M-am apucat la punctul că sunt ca un melc, am
Pentru a formula un complot sau a ajunge în închisoare sau împușcat
Succesul este singura mea opțiune de mamă-Failure nu este
Mamă, te iubesc, dar acest trailer are
A merge; Nu pot îmbătrâni în lotul lui Salem
Așa că aici mă duc, este împușcarea mea: picioarele, nu reușesc
Aceasta poate fi singura oportunitate pe care am primit-o

Mai bine te pierzi în muzică
În momentul în care îl deții, mai bine nu-l lăsa niciodată să plece
Obțineți o singură lovitură, nu pierdeți șansa de a sufla
Această oportunitate vine o dată în viață, eu
Mai bine te pierzi în muzică
În momentul în care îl deții, mai bine nu-l lăsa niciodată să plece
Ai o singură lovitură, nu-ți lipsește șansa de a sufla
Această oportunitate vine o dată în viață, eu
Mai bine ...

Poți face orice ai gândi, omule","Joyful activation, Power, Tension"
N.W.A,Hip-Hop,Dopeman,N.W.A. and the Posse,"Omule ce ai nevoie?
Yo, uh, omule, am nevoie de ceva om, am nevoie de douăzeci, omule
Ce ai, omule?
Ey, am acest lanț de frânghii, omule
Omule, rahatul ăsta arată ca un aur pe rahatul de rulare (ce dracu este asta?)
(Este un dud dud!)
Este omul adevărat
Rahatul ăsta nu este real
(Acel nigga vând din nou rahatul ăla, omule?!)
Scoateți dracu 'aici și reveniți cu niște bani
Omule, fii un om cool
Toți mexicanii sunt mereu cu acest rahat

A fost odată spus de un bărbat care nu a putut renunța
""Dopeman, te rog, pot să am un alt hit?""
Omul drog a spus: „Cluca, nu dau un rahat
Dacă fata ta îngenunchea și mi-a supt pula ""
Totul s-a întâmplat și tipul a încercat să o sufocă
Nigga nu-i păsa, nu este altceva decât un fumător
Așa merge, acesta este numele jocului
Tânăr frate care trece peste o slanging 'Caine
Aur în jurul gâtului lui în cer 14 k
Bitch-uri care se joacă pe pula lui 24-7
În plus, câștigă bani păstrând capetele de bază în așteptare
Rollin 'Six Four cu zilele proaspete de zi
Locuind în Compton, California CA
Uzi up up yo fund dacă nu este plătit
Nigga cerând credit, el elimină dinții
Cercetând mulți dolari pe 1 și 15
Big de bani, nimic mai puțin de douăzeci
Te vrei un cinci-oh? Omul Dope are multe
Pentru a fi un bărbat dope, băiete, trebuie să te califici
Nu vă ridicați din propria ofertă
De la o cheie la a g este vorba despre bani
10 bucăți pentru 10 baze, conducta vine gratuit
Și oamenii de acolo nu sunt șold la faptul
Dacă vedeți pe cineva care primește bani pentru fisură, el este

Dopeman, Dopeman!
Hei omule, dă-mi un hit
Dopeman, Dopeman!
Omule dracu 'rahatul ăla
Dopeman, Dopeman!
Pur și simplu nu putem renunța
Dopeman, Dopeman!
Ei bine, suge această cățea!

Stai puțin-cu cine dracu vorbești?
Știi cine sunt dracu?
Omule, nu-mi vine să cred acest rahat-această cățea încearcă să mă gâfâie
Vă voi pălmui pe partea din cap cu nouă centimetri de șchiopătat!

Ai nevoie de un nigga cu bani, astfel încât să obții un dopeman
Suc de prost pentru cât poți
Îi place mașina lui și el devine cu ea
A primit un ochi negru pentru că dopemanul a lovit-o
Lasă-l să alunece și nu-l plătești
Aflați că vă pălmuiește tot timpul
Dar este în regulă, pentru că este atât de bogat
Și nu ești altceva decât o curvă a lui Dopeman!
Fă ce spune el și îți ții gura închisă
Apăsați gunoiul care te-ar putea face să te futi
Te vei așeza și plânge dacă te lovește omul drog
Nu dă naiba-a primit doi la fel ca tine
Există o altă fată în viața dopemanului
Nu tocmai o cățea, dar departe de o soție
Sh'es a sunat căpșunul și toată lumea știe
Căpșuni, căpșuni este cartierul ho
Faceți orice pentru un hit sau două
Dă-i cățelei o stâncă, o să-i ia naiba întregul echipaj al naibii
S-ar putea să fie soția ta și s-ar putea să te îmbolnăvească
Vino acasă și vezi-i gura pe pula Dopemanului
Căpșuni doar uite și o vei vedea
Dar nu te futi sau îți va da gonoree
Și oamenii de acolo nu sunt șold la faptul
Căpșunea este o fată care vinde păsărică pentru crăpătură

Dopeman, Dopeman!
Hei omule, dă-mi un hit
Dopeman, Dopeman!
Hei, omule, dracu 'rahatul ăla
Dopeman, Dopeman!
În fața ta
Yo dre, lovește-te în bas

Dacă fumezi caine, ești o mamă prostească
Cunoscut în jurul capotei ca școlar Clucker
Făcând acea fisură cu toți banii pe care i-ai primit
Pe mâini și genunchi căutând o bucată de stâncă
Jonesing pentru un hit și căutați mai multe
A furat o alpină a lui EASY 6-4
Ai nevoie de fundul tău, pentru că este în afara acestui pământ
Nu pot obține o valoare de 10 piese care are o valoare de cincizeci de ani
Knucklehead Nigga, da, te-ai transformat într-un escroc
Dar jurați-vă și în jos, băiete, că nu sunteți agățat
Îi-ai bătut prietenul și i-ai făcut fundul mult timp
Pentru că a lovit țeava până când stânca a dispărut
Roți și fură, înțepeniți și bolnavi
În timp ce se ocupă omul de droguri
Ce-ți ucide durerea, cocaina, acest rahat este nebun
Yo, e, este o fructe de pădure, hai să alergăm un tren

Omule, nu aș atinge cățea aia

Eu nici eu; Ho, du-te acasă și spălându-ți castorul
Și negrii de acolo încurcând sănătatea oamenilor
Ce, ce dracu trebuie să spui pentru tine?

Ei bine, eu sunt Dopeman-Da, băiete, purtați corduroy
Bani până aici, dar șomer
Continui să fumezi acea stâncă și buzunarul meu este din ce în ce mai mare

Yo, am primit acel cinci-0 - dublu up, nigga

Da, rulând mare, bani mari pe care îi pliez
Cățea pe sfatul meu pentru pula pe care o țin
Strung Strawberry mă joacă atât de devreme
Ho, vrei un hit, trebuie să-ți murdărești genunchii
Ei bine, asta este viața mea că este tăiat

Hei, Dopeman!

Cățea, închide dracu '
Trebuie să alerg, este o afacere mare de bani
Gankers a obținut falsul, dar puteți obține realul de la

Dopeman, Dopeman!
Da, eu sunt eu
Dopeman, Dopeman!
Eu, pot obține un „G”?
Dopeman, Dopeman!
Ceas cât poate
La dracu asta, cine sunt eu?
Dopeman!

Yo, Mister Dopeman, crezi că ești șmecher
Ai vândut crack sora mea și acum este bolnavă
Dar dacă se întâmplă să moară din cauza medicamentului tău
Îi pun în Culo a .38 Slug!","Amazement, Joyful activation, Power, Tension"
Miranda Lambert,Country,To Learn Her,The Weight of These Wings,"A o iubi înseamnă a o învăța
Și să o vezi în cel mai rău caz
Dansează cu ea când bea
Ține-o când doare

Va fi fericită, îți va părea rău
Ei bine, așa funcționează
A o iubi înseamnă a o învăța
Unele lucruri pe care pur și simplu nu le poți învăța

O vei întâlni pe mama ei, o vei iubi pe tatăl ei
Veți ști cât merită
Veți avea mese de Ziua Recunoștinței
Și duminică dimineață biserica

Vei fi adevărat și vei fi încercat
Dar mesele se întorc întotdeauna
A o iubi înseamnă a o învăța
Unele lucruri pe care pur și simplu nu le poți învăța

Este o lecție, este o binecuvântare
Nu știi totul
Dacă o iei, s-ar putea să o urăști
Și să fie lăsat doar cu un inel

A o iubi înseamnă a o pierde
Hei, așa funcționează
A o iubi înseamnă a o învăța
Unele lucruri pe care pur și simplu nu le poți învăța

Oh, a o iubi este să o înveți
Unele lucruri pe care pur și simplu nu le poți învăța","Joyful activation, Sadness, Solemnity, Tenderness"
Manic Street Preachers,Rock,The Intense Humming of Evil,The Holy Bible,"""Curtea a venit. Curtea Națiunilor. Și în sala de judecată va veni martirii din Majdanek, și Oswiecim. Din șanțul lui Kerch, morții vor crește. Vor apărea din morminte, vor apărea din flăcări care aduc cu ei fumul acru și odorul mortal al europei înfricoșate și martire. Acum;

Ai fost ceea ce ai fost
Curățați curat și neîncetat
Recreere pentru masă
Întotdeauna ați confundat pumnii pentru flori

Bine ați venit bun venit Soldier zâmbind
Marș funerar pentru ultima margine a agony

6 milioane de suflete țipătoare
Poate mizerie-poate nimic deloc
Vieți care nu ar fi schimbat nimic
NICIODATĂ NICIODATĂ-NICIODATĂ NICIODATĂ-NICIODATĂ să fii

Arbeit Macht Frei
Transporturi de invalide
Castelul Hartheim ne respiră
În blocul 5 ne închinăm malarie
Lagerstrasse, copaci de plop
Frumusețea pierdută, demnitatea a dispărut
Rascher cercetează bacteriile de măcelărie din SUA

Bine ați venit bun venit Soldier zâmbind
Marș funerar pentru ultima margine a agony

6 milioane de suflete țipătoare
Poate mizerie-poate nimic deloc
Vieți care nu ar fi schimbat nimic
NICIODATĂ NICIODATĂ-NICIODATĂ NICIODATĂ-NICIODATĂ să fii

Bea-l departe, fiecare lacrimă este falsă
Churchill nu este diferit
A dorit ca muncitorii să-i treacă la o mașină","Nostalgia, Sadness, Tension"
Radiohead,Rock,All I Need,In Rainbows,"Sunt următorul act
Așteptând în aripi
Sunt un animal
Prins în mașina ta fierbinte
Sunt toate zilele
Pe care alegeți să o ignorați

Ești tot ce am nevoie
Ești tot ce am nevoie
Sunt în mijlocul imaginii tale
Întins în trestii

Sunt o molie
Cine vrea doar să-ți împărtășească lumina
Sunt doar o insectă
Încercând să ies din noapte
Rămâi doar cu tine
Pentru că nu sunt alții

Ești tot ce am nevoie
Ești tot ce am nevoie
Sunt în mijlocul imaginii tale
Întins în trestii

Totul este greșit, totul este greșit, totul este greșit
Este în regulă, este în regulă, este în regulă
Totul este greșit, este în regulă
Este în regulă, este în regulă",Tension
The Mighty Diamonds,Reggae,Go Seek Your Rights,When the Right Time Come (I Need a Roof),"Vine un moment în viața fiecărui om
Când trebuie să te confrunți cu realitatea
Nu-l răni prea mult pe fratele tău, pentru că cos
Niciun om nu este o insulă, niciun om nu stă singur
Du-te să-ți cauți drepturile
Nu spun că trebuie să lupți
Dar dacă a venit vreodată la test
Cu siguranță, cu siguranță, încercați să încercați tot ce este mai bun, cos
Niciun om nu este o insulă, niciun om nu stă singur
Uită-te la ramurile pe care le pierd culoarea
Urmărește-i cum cresc, Doamne, în fiecare oră
Atunci dacă omul ar trebui să lupte împotriva omului
Trebuie să vă pregătiți să dați o mână de ajutor, Doamne
Niciun om nu este o insulă, niciun om nu stă singur
Du-te să-ți cauți drepturile, nu spun că trebuie să lupți
Dar dacă a venit vreodată la test
Cu siguranță, cu siguranță, trebuie să încercați să încercați tot ce este mai bun
Cos
Niciun om nu este o insulă, niciun om nu stă singur
Niciun om nu este o insulă, niciun om nu stă singur
Niciun om nu este o insulă, niciun om nu stă singur","Calmness, Power, Solemnity, Tenderness"
David Bowie,Rock,Space Oddity,David Bowie/Space Oddity,"Controlul solului pentru maiorul Tom
Controlul solului pentru maiorul Tom
Ia-ți pastilele proteice și pune-ți casca
(Zece) Controlul solului (nouă) la maiorul Tom (opt, șapte)
(Șase) începând (cinci) numărătoare inversă, motoare pe
(Patru, trei, doi)
Verificați aprinderea (una) și iubirea lui Dumnezeu (ridicați-vă) să fie cu voi


Acesta este controlul la sol pentru maiorul Tom
Chiar ai făcut nota
Iar hârtiile vor să știe a cui cămașă o purta
Acum este timpul să părăsiți capsula dacă îndrăzniți
Acesta este important Tom pentru controlul solului
Trec prin ușă
Și plutesc într-un mod cel mai particular
Și stelele arată foarte diferit astăzi

Căci aici stau într-o cutie de staniu
Cu mult deasupra lumii
Planeta Pământ este albastră
Și nu pot face nimic

Deși am trecut de 100.000 de mile
Mă simt foarte nemișcat
Și cred că nava mea spațială știe ce cale să meargă
Spune-i soției mele că o iubesc foarte mult
Ea știe
Controlul solului pentru maiorul Tom
Circuitul tău a fost mort, este ceva în neregulă
Mă auzi, maior Tom?
Mă auzi, maior Tom?
Mă auzi, maior Tom?
Poți

Aici plutesc 'în jurul casei mele
Mult deasupra lunii
Planeta Pământ este albastră
Și nu pot face nimic","Amazement, Power, Sadness, Tension"
Yellowman,Reggae,Mr. Chin,Duppy or Gunman,"Eh domnule Chin!
În fiecare zi, un gimme pepsi, pepsi
Se întâmplă cu berea cu dungi roșii și leu stout?
EH? EH? EH? EH?
Domnule Chin, băiete, Vindeți ceea ce trebuie
În fiecare dimineață, te ridici, mergi la un supermarket
Tot ce văd este făina și biscuitul
Eu nu pot obține nici o pungă de hârtie maro maro
Spune tot ce văd este geanta de plastic
Spune tot ce trebuie să faci, trebuie să faci un lucru
Spune că se întâmplă cu băutura răcoritoare și Heineken
Nu știa niciodată că domnul Chin putea să cânte
Nu au știut niciodată că domnul Chin ar putea cânta
Un lang shang lang un lang pai
Un lang shang lang pai!
Un lang shang lang a piki pai pai
A piki piki pai pai po!
El are o fiică pe care a numit-o Ting Ling. Hei!
Că fata trăiește un izvor constant
Eu fac dragoste cu ea da, începe să cânte
Un lang shang lang un lang pai
Yellowman Darling De ce!
Tu ești soțul eu să fiu soția
Te voi iubi până în ziua în care voi muri!
Fiica Sandra Lee, Sandra Lee
Eu fac dragoste cu ea, ea este un gwarn ca chine '
Un Chin Fung Fung Fung Yellowman mă sărută!
Aha! Slang Lang Dinli Dinli ehe! Dă-I!
Aha! Slang Lang Dinli Don Dinli Ehe! Criminal!
Nu ascundeți mărfurile sub tejghea
Altfel am fost să sun la inspectorul de prețuri
Ei te duc să mergi într-o instanță pe care o plătești mii de dolari
Jah nu mă vezi gras
Jah nu mă cunosc slim
Dar tot ce trebuie să faci, ai plecat să-ți faci un lucru
Dar spune-ți Yellowman un ține-ți balansarea și leagănul
Vă place?","Joyful activation, Power, Tenderness"
JAY-Z,Hip-Hop,Picasso Baby,Magna Carta... Holy Grail,"Vreau doar un Picasso
În casa mea, nu, castelul meu
Sunt o hassa, nu, sunt un tâmpit
Nu sunt niciodată mulțumit, nu-mi pot bate agitația
Vreau un Rothko, nu vreau un bordel
Nu, vreau o soție care să mă ia dracu ca o prostituată
Să facem dragoste pe un milion
Într-un hotel murdar, cu fanul de pe tavan
Totul pentru dragostea de trafic de droguri
Podele din marmură, tavane de aur
Oh, ce sentiment, dracu ', vreau un miliard
Jeff Koons Balloons, vreau doar să explodez
Condosuri în apartamentele mele, vreau rând
Christie este cu domnișoara mea, trăiește la MoMA
Bacons și Bacons de curcan, miros aroma

Oh, ce sentiment
Picasso Baby
Picasso
Picasso Baby
Oh, ce sentiment
Picasso Baby
Picasso
Picasso Baby

Nu este greu de spus, sunt noul Jean Michel
Înconjurat de Warhols, întreaga mea minge de echipă
Twin Bugattis în afara artei Basel
Vreau doar să trăiesc viața colosală
Leonardo da Vinci curge
Haine Riccardo Tisci Givenchy
Vedeți-mă throning la Met
Vogă pe acești negri, șampanie pe respirația mea, da
Casă ca Louvre sau Tate Modern
Pentru că mă duc la licitație
O, ce sentiment, aw, dracu ', vreau un trilion
Dormind în fiecare seară lângă Mona Lisa
Versiunea modernă cu caracteristici mai bune
Basquiat galben în colțul meu de bucătărie
Du-te din cap, aplecă-te pe acel albastru de rahat, îl deții

Oh, ce sentiment
Picasso Baby
Picasso
Picasso Baby
Oh, ce sentiment
Picasso Baby
Picasso
Picasso Baby


Femeie: et là je t'ai tout donné, montré, rien à cacher, tu es là ivy, comme le nombre d'Or
Jay, Comentariu tu dis nombre d'Or?
Jay-Z: Numărul de aur
Femeie: Touché

Nu mi-am lipit niciodată cocoșul în cutia vulpei, dar
Al naibii dacă nu sunt deschis cutia Pandora
Încearcă să-ți calomnieze omul pe CNN și Fox
Mirandas-urile mele nu au nicio șansă cu polițiștii
Chiar și vechii mei fani ca „Omul bătrân, doar oprește-te”
Aș putea, dacă aș face, dar nu pot, sunt fierbinte
Și suflați, sunt încă omul de urmărit
Hublot pe mâna stângă sau nu
În curând am ieșit din cabină, camerele de fotografiat pop-uri
Niggas este mișto cu el până la canoanele pop
Acum mâna mea pe Biblie de pe stand
I-am luat din nou bărbatul într-un gem, mi-am luat mâinile în manșetă
Sunt ca la naiba
Am dat jos conservele și au alergat amok
Pielea mea de păr de păr, rupturi splene
Crăpăturile coaste, trece prin pătuțuri și alte lucruri
Nici o simpatie pentru rege, nu?
Niggas chiar vorbesc despre copilul tău nebun
În cele din urmă, pendulul se leagănă
Nu uitați America, cum m-ați făcut
Vino cu masca „ye
Pulverizați totul ca Samo, nu voi zgâria lambo-ul
Ce-mi este nevoie să merg
Pentru a vedea, eu sunt modernul Pablo, Picasso Baby","Power, Tension"
The Mighty Diamonds,Reggae,Shame & Pride,When the Right Time Come (I Need a Roof),"Da, da, rușine și mândrie te omoară pe fată. X3
Uită-te la toate lucrurile pe care ți le-am dat
Ce ai făcut, te-a făcut doar să te simți albastru
Încerc tot posibilul să-mi dovedesc dragostea pentru tine
Dar nu ai înțeles, Natty
Nu, nu ai înțeles, Dreadie
Chorus X4
Amintiți-vă în școală cum ne-am iubit
Obișnuiam să te văd așteptând pe poarta școlii, da, da
Acum am crescut ceva pare să fie greșit
Dar nu, nu ai înțeles, Natty
Nu, nu ai înțeles, Dreadie
Cor
Repetați ultimul verset","Joyful activation, Nostalgia, Sadness, Tenderness, Tension"
